충전소명,주소,상세주소,충전기ID,충전방식,충전상태,설치년도,위도,경도
인천중구 영종센트럴푸르지오자이1,인천광역시 중구 은하수로 412,"107동 3.4라인 지하1층 G1 기둥좌,우측",2,단독,사용가능,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이1,인천광역시 중구 은하수로 412,"107동 3.4라인 지하1층 G1 기둥좌,우측",3,단독,충전중,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이2,인천광역시 중구 은하수로 412,110동 3.4라인 지하1층 P1 기둥좌측,1,단독,충전중,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이2,인천광역시 중구 은하수로 412,110동 3.4라인 지하1층 P1 기둥좌측,2,단독,충전중,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이2,인천광역시 중구 은하수로 412,110동 3.4라인 지하1층 P1 기둥좌측,3,단독,충전중,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이3,인천광역시 중구 은하수로 412,113동 1.2라인 뒤 지하1층 P2 기둥우측,1,단독,충전중,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이3,인천광역시 중구 은하수로 412,113동 1.2라인 뒤 지하1층 P2 기둥우측,2,단독,충전중,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이3,인천광역시 중구 은하수로 412,113동 1.2라인 뒤 지하1층 P2 기둥우측,3,단독,상태미확인,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이4,인천광역시 중구 은하수로 412,113동 1.2라인 뒤 지하1층 P2 기둥우측,1,단독,충전중,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이4,인천광역시 중구 은하수로 412,113동 1.2라인 뒤 지하1층 P2 기둥우측,2,단독,상태미확인,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이4,인천광역시 중구 은하수로 412,113동 1.2라인 뒤 지하1층 P2 기둥우측,3,단독,상태미확인,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이4,인천광역시 중구 은하수로 412,113동 1.2라인 뒤 지하1층 P2 기둥우측,4,단독,상태미확인,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이4,인천광역시 중구 은하수로 412,113동 1.2라인 뒤 지하1층 P2 기둥우측,5,단독,충전중,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이4,인천광역시 중구 은하수로 412,113동 1.2라인 뒤 지하1층 P2 기둥우측,6,단독,충전중,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이4,인천광역시 중구 은하수로 412,113동 1.2라인 뒤 지하1층 P2 기둥우측,7,단독,사용가능,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이5,인천광역시 중구 은하수로 412,116동 1-3라인 지하1층 J4기둥우측,1,단독,충전중,2022,37.4894878717115,126.549602713972
인천중구 영종센트럴푸르지오자이5,인천광역시 중구 은하수로 412,116동 1-3라인 지하1층 J4기둥우측,2,단독,충전중,2022,37.4894878717115,126.549602713972
인천강화 강화2차세광아파트1,인천광역시 강화군 선원면 중앙로 253-1,206동 지하1층 38 기둥우측,1,단독,사용가능,2022,37.7221975346839,126.482869133514
인천강화 강화2차세광아파트1,인천광역시 강화군 선원면 중앙로 253-1,206동 지하1층 38 기둥우측,2,단독,사용가능,2022,37.7221975346839,126.482869133514
인천강화 강화2차세광아파트2,인천광역시 강화군 선원면 중앙로 253-1,208동 지하1층 45 기둥좌측,1,단독,사용가능,2022,37.7221975346839,126.482869133514
인천강화 강화2차세광아파트2,인천광역시 강화군 선원면 중앙로 253-1,208동 지하1층 45 기둥좌측,2,단독,사용가능,2022,37.7221975346839,126.482869133514
인천강화 강화2차세광아파트2,인천광역시 강화군 선원면 중앙로 253-1,208동 지하1층 45 기둥좌측,3,단독,사용가능,2022,37.7221975346839,126.482869133514
인천강화 강화2차세광아파트3,인천광역시 강화군 선원면 중앙로 253-1,"205동 지하1층 08 기둥좌,우측",1,단독,사용가능,2022,37.7221975346839,126.482869133514
인천강화 강화2차세광아파트3,인천광역시 강화군 선원면 중앙로 253-1,"205동 지하1층 08 기둥좌,우측",2,단독,사용가능,2022,37.7221975346839,126.482869133514
인천강화 강화2차세광아파트3,인천광역시 강화군 선원면 중앙로 253-1,"205동 지하1층 08 기둥좌,우측",3,단독,사용가능,2022,37.7221975346839,126.482869133514
인천강화 강화2차세광아파트4,인천광역시 강화군 선원면 중앙로 253-1,202동 지하1층 43 기둥좌측,1,단독,충전중,2022,37.7221975346839,126.482869133514
인천강화 강화2차세광아파트4,인천광역시 강화군 선원면 중앙로 253-1,202동 지하1층 43 기둥좌측,2,단독,사용가능,2022,37.7221975346839,126.482869133514
인천강화 강화2차세광아파트5,인천광역시 강화군 선원면 중앙로 253-1,201동 1층 지상스텐드,1,단독,사용가능,2022,37.7221975346839,126.482869133514
인천서구 드림파크어울림1단지아파트1,인천광역시 서구 봉화로 18,"106동 지하1층 043 기둥좌,우측",1,단독,사용가능,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트1,인천광역시 서구 봉화로 18,"106동 지하1층 043 기둥좌,우측",2,단독,사용가능,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트1,인천광역시 서구 봉화로 18,"106동 지하1층 043 기둥좌,우측",3,단독,사용가능,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트2,인천광역시 서구 봉화로 18,"108동 지하1층 24 기둥좌,우측",1,단독,사용가능,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트2,인천광역시 서구 봉화로 18,"108동 지하1층 24 기둥좌,우측",2,단독,사용가능,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트2,인천광역시 서구 봉화로 18,"108동 지하1층 24 기둥좌,우측",3,단독,사용가능,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트2,인천광역시 서구 봉화로 18,"108동 지하1층 24 기둥좌,우측",4,단독,사용가능,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트3,인천광역시 서구 봉화로 18,109동 지하1층 G44 기둥좌측,1,단독,충전중,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트3,인천광역시 서구 봉화로 18,109동 지하1층 G44 기둥좌측,2,단독,사용가능,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트4,인천광역시 서구 봉화로 18,"111동 지하1층 G08 기둥좌,우측",1,단독,사용가능,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트4,인천광역시 서구 봉화로 18,"111동 지하1층 G08 기둥좌,우측",2,단독,사용가능,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트4,인천광역시 서구 봉화로 18,"111동 지하1층 G08 기둥좌,우측",3,단독,사용가능,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트5,인천광역시 서구 봉화로 18,112동 지하2층 G30 기둥좌측,1,단독,사용가능,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트5,인천광역시 서구 봉화로 18,112동 지하2층 G30 기둥좌측,2,단독,사용가능,2022,37.5956590596958,126.639263982794
인천서구 드림파크어울림1단지아파트5,인천광역시 서구 봉화로 18,112동 지하2층 G30 기둥좌측,3,단독,충전중,2022,37.5956590596958,126.639263982794
인천남동구 포레시안아파트1,인천광역시 남동구 만수서로 55,,1,단독,사용가능,2022,37.4635589650504,126.733601058448
인천남동구 포레시안아파트1,인천광역시 남동구 만수서로 55,,2,단독,충전중,2022,37.4635589650504,126.733601058448
인천남동구 포레시안아파트2,인천광역시 남동구 만수서로 55,,1,단독,사용가능,2022,37.4635589650504,126.733601058448
인천남동구 포레시안아파트2,인천광역시 남동구 만수서로 55,,2,단독,사용가능,2022,37.4635589650504,126.733601058448
인천남동구 포레시안아파트3,인천광역시 남동구 만수서로 55,,1,단독,사용가능,2022,37.4635589650504,126.733601058448
