충전소명,주소,상세주소,충전기ID,충전방식,충전상태,설치년도,위도,경도
구월아시아드선수촌센트럴자이 아파트,인천광역시 남동구 구월동 선수촌로 55,,2,,상태미확인,2017,37.4433493962233,126.712458266995
구월아시아드선수촌센트럴자이 아파트,인천광역시 남동구 구월동 선수촌로 55,,3,,상태미확인,2017,37.4433493962233,126.712458266995
구월아시아드선수촌센트럴자이 아파트,인천광역시 남동구 구월동 선수촌로 55,,4,,상태미확인,2017,37.4301401077631,126.746604014933
서창 LH3단지 청아안,인천광역시 남동구 서창동 서창남순환로 110,,1,,상태미확인,2017,37.4433493962233,126.712458266995
서창 LH3단지 청아안,인천광역시 남동구 서창동 서창남순환로 110,,2,,상태미확인,2017,37.4301401077631,126.746604014933
서창 LH3단지 청아안,인천광역시 남동구 서창동 서창남순환로 110,,3,,상태미확인,2017,37.4301401077631,126.746604014933
부평금호어울림,인천광역시 부평구 십정동 경원대로1110번길 20,,1,,사용가능,2017,37.4785662879226,126.697397155637
부평금호어울림,인천광역시 부평구 십정동 경원대로1110번길 20,,2,,사용가능,2017,37.4785662879226,126.697397155637
산곡우성1.2.3차 아파트,인천광역시 부평구 산곡동 부영로 165 ,지하주차장,1,,사용가능,2018,37.5002788259456,126.713048807847
산곡우성1.2.3차 아파트,인천광역시 부평구 산곡동 부영로 165 ,지하주차장,2,,사용가능,2018,37.5002788259456,126.713048807847
산곡우성1.2.3차 아파트,인천광역시 부평구 산곡동 부영로 165 ,지하주차장,3,,사용가능,2018,37.5002788259456,126.713048807847
산곡우성1.2.3차 아파트,인천광역시 부평구 산곡동 부영로 165 ,지하주차장,4,,충전중,2018,37.5002788259456,126.713048807847
삼산서해그랑블 아파트,인천광역시 부평구 삼산동 영성동로18번길 20,,2,,사용가능,2017,37.5179179235918,126.747199984405
송도글로벌캠퍼스푸르지오 아파트,인천광역시 연수구 송도동 송도문화로28번길 28,,1,,사용가능,2017,37.3780782129918,126.654641972645
송도글로벌캠퍼스푸르지오 아파트,인천광역시 연수구 송도동 송도문화로28번길 28,,2,,사용가능,2017,37.3780782129918,126.654641972645
송도글로벌캠퍼스푸르지오 아파트,인천광역시 연수구 송도동 송도문화로28번길 28,,3,,사용가능,2017,37.3780782129918,126.654641972645
송도글로벌캠퍼스푸르지오 아파트,인천광역시 연수구 송도동 송도문화로28번길 28,,4,,사용가능,2017,37.3780782129918,126.654641972645
송도글로벌캠퍼스푸르지오 아파트,인천광역시 연수구 송도동 송도문화로28번길 28,,5,,상태미확인,2017,37.3780782129918,126.654641972645
송도더샵그린워크1차,인천광역시 연수구 송도동 아트센터대로97번길 30,,1,,사용가능,2017,37.3982976988571,126.641441288526
송도더샵그린워크1차,인천광역시 연수구 송도동 아트센터대로97번길 30,,2,,사용가능,2017,37.3982976988571,126.641441288526
송도더샵그린워크1차,인천광역시 연수구 송도동 아트센터대로97번길 30,,3,,충전중,2017,37.3982976988571,126.641441288526
송도롯데캐슬 아파트,인천광역시 연수구 송도동 송도과학로27번길 70,,1,,사용가능,2017,37.3879808179716,126.667257214845
송도롯데캐슬 아파트,인천광역시 연수구 송도동 송도과학로27번길 70,,2,,사용가능,2017,37.3879808179716,126.667257214845
송도롯데캐슬 아파트,인천광역시 연수구 송도동 송도과학로27번길 70,,3,,사용가능,2017,37.3879808179716,126.667257214845
송도롯데캐슬 아파트,인천광역시 연수구 송도동 송도과학로27번길 70,,4,,사용가능,2017,37.3879808179716,126.667257214845
에코메트로10단지,인천광역시 남동구 논현동 아암대로1503번길 21,,1,,사용가능,2017,37.3912344763234,126.728040853834
에코메트로10단지,인천광역시 남동구 논현동 아암대로1503번길 21,,2,,사용가능,2017,37.3912344763234,126.728040853834
용현대우 아파트,인천광역시 남구 용현동 아암대로29번길 13 ,,1,,상태미확인,2017,37.4585266190205,126.637550634942
용현대우 아파트,인천광역시 남구 용현동 아암대로29번길 13 ,,2,,상태미확인,2017,37.4585266190205,126.637550634942
용현대우 아파트,인천광역시 남구 용현동 아암대로29번길 13 ,,3,,상태미확인,2017,37.4585266190205,126.637550634942
용현대우 아파트,인천광역시 남구 용현동 아암대로29번길 13 ,,4,,상태미확인,2017,37.4585266190205,126.637550634942
인천 학익풍림아이원 아파트,인천광역시 남구 학익동 매소홀로 340,,1,,충전중,2017,37.4404215815917,126.661470329808
인천 학익풍림아이원 아파트,인천광역시 남구 학익동 매소홀로 340,,2,,충전중,2017,37.4404215815917,126.661470329808
인천 학익풍림아이원 아파트,인천광역시 남구 학익동 매소홀로 340,,3,,충전중,2017,37.4404215815917,126.661470329808
인천 학익풍림아이원 아파트,인천광역시 남구 학익동 매소홀로 340,,4,,충전중,2017,37.4404215815917,126.661470329808
청라푸르지오 아파트,인천광역시 서구 크리스탈로102번길 25,,1,동시,충전중,2017,37.5350912839809,126.637008428208
청라푸르지오 아파트,인천광역시 서구 크리스탈로102번길 25,,2,,충전중,2017,37.5350912839809,126.637008428208
청라푸르지오 아파트,인천광역시 서구 크리스탈로102번길 25,,3,,충전중,2017,37.5350912839809,126.637008428208
청라푸르지오 아파트,인천광역시 서구 크리스탈로102번길 25,,4,,사용가능,2017,37.5350912839809,126.637008428208
영종자이 아파트,인천광역시 중구 운남동 운남서로 7,,1,,사용가능,2017,37.4879272154171,126.531340575155
영종자이 아파트,인천광역시 중구 운남동 운남서로 7,,2,,사용가능,2017,37.4933025218857,126.555022507777
영종자이 아파트,인천광역시 중구 운남동 운남서로 7,,3,,충전중,2017,37.4879272154171,126.531340575155
영종자이 아파트,인천광역시 중구 운남동 운남서로 7,,4,,통신이상,2017,37.4879272154171,126.531340575155
영종하늘도시우미린1단지,인천광역시 중구 중산동 은하수로 351,,1,,사용가능,2017,37.4879272154171,126.531340575155
영종하늘도시우미린1단지,인천광역시 중구 중산동 은하수로 351,,2,동시,사용가능,2017,37.4933025218857,126.555022507777
영종하늘도시한라비발디 아파트,인천광역시 중구 중산동 하늘별빛로 86,,1,,충전중,2017,37.4926288872228,126.563511171235
영종하늘도시한라비발디 아파트,인천광역시 중구 중산동 하늘별빛로 86,,2,,충전중,2017,37.4926288872228,126.563511171235
영종하늘도시한라비발디 아파트,인천광역시 중구 중산동 하늘별빛로 86,,3,,사용가능,2017,37.4926288872228,126.563511171235
영종하늘도시한라비발디 아파트,인천광역시 중구 중산동 하늘별빛로 86,,4,,충전중,2017,37.4926288872228,126.563511171235
영종하늘도시한라비발디 아파트,인천광역시 중구 중산동 하늘별빛로 86,,5,,충전중,2017,37.4926288872228,126.563511171235
갈산이안 아파트,인천광역시 부평구 갈산동 평천로305번길 15 ,지하,1,,사용가능,2017,37.5260511469691,126.731316432582
작전동보2차 아파트,인천광역시 계양구 작전동 장제로663번길 13 ,지상,1,,충전중,2018,37.5381483366833,126.740799322491
작전동보2차 아파트,인천광역시 계양구 작전동 장제로663번길 13 ,지상,2,,충전중,2018,37.5260511469691,126.731316432582
초정마을동아 아파트,인천광역시 계양구 용종동 계산새로 109 ,지상,2,,사용가능,2017,37.5169347576857,126.722403434486
그린애비뉴7단지,인천광역시 연수구 송도동 컨벤시아대로42번길 35,,2,,상태미확인,2017,37.40062572357,126.648121977831
그린애비뉴7단지,인천광역시 연수구 송도동 컨벤시아대로42번길 35,,3,,사용가능,2017,37.40062572357,126.648121977831
논현힐스테이트 아파트,인천광역시 남동구 논현동 논고개로68번길 49,,1,,사용가능,2017,37.4009406063325,126.729489590664
논현힐스테이트 아파트,인천광역시 남동구 논현동 논고개로68번길 49,,2,,사용가능,2017,37.4009406063325,126.729489590664
논현힐스테이트 아파트,인천광역시 남동구 논현동 논고개로68번길 49,,3,,사용가능,2017,37.4009406063325,126.729489590664
논현힐스테이트 아파트,인천광역시 남동구 논현동 논고개로68번길 49,,4,,사용가능,2017,37.4009406063325,126.729489590664
더샵퍼스트월드,인천광역시 연수구 송도동 해돋이로 107,,1,,사용가능,2017,37.3925350174793,126.647994135901
더샵퍼스트월드,인천광역시 연수구 송도동 해돋이로 107,,5,,사용가능,2017,37.3925350174793,126.647994135901
더샵퍼스트월드,인천광역시 연수구 송도동 해돋이로 107,,6,,사용가능,2017,37.3925350174793,126.647994135901
만수영풍 아파트b단지,인천광역시 남동구 만수동 백범로248번길 20,,1,,상태미확인,2017,37.4259492659996,126.745661556101
서창LH8단지 아파트,인천광역시 남동구 서창동 서창남순환로 201,,1,,사용가능,2018,37.4259492659996,126.745661556101
서창LH8단지 아파트,인천광역시 남동구 서창동 서창남순환로 201,,2,,사용가능,2017,37.4259492659996,126.745661556101
서창LH8단지 아파트,인천광역시 남동구 서창동 서창남순환로 201,,3,,사용가능,2017,37.4259492659996,126.745661556101
서창LH8단지 아파트,인천광역시 남동구 서창동 서창남순환로 201,,4,,상태미확인,2017,37.4615839436151,126.721979846685
서창현대모닝사이드,인천광역시 남동구 서창동 매소홀로 1103,,1,,상태미확인,2018,37.4390327218099,126.746421148221
서창현대모닝사이드,인천광역시 남동구 서창동 매소홀로 1103,,2,,상태미확인,2017,37.4390327218099,126.746421148221
서창현대모닝사이드,인천광역시 남동구 서창동 매소홀로 1103,,3,,상태미확인,2017,37.4390327218099,126.746421148221
서창현대모닝사이드,인천광역시 남동구 서창동 매소홀로 1103,,4,,상태미확인,2017,37.4390327218099,126.746421148221
송도더샵그린애비뉴8단지,인천광역시 연수구 송도동 컨벤시아대로42번길 61,,1,,사용가능,2017,37.4017433268577,126.646484864212
송도더샵그린애비뉴8단지,인천광역시 연수구 송도동 컨벤시아대로42번길 61,,2,,사용가능,2017,37.4017433268577,126.646484864212
송도더샵그린애비뉴8단지,인천광역시 연수구 송도동 컨벤시아대로42번길 61,,3,,사용가능,2017,37.4014099040622,126.640611367334
송도더샵그린워크2차 아파트,인천광역시 연수구 송도동 아트센터대로97번길 15,,2,,사용가능,2017,37.4017433268577,126.646484864212
송도더샵그린워크2차 아파트,인천광역시 연수구 송도동 아트센터대로97번길 15,,3,,상태미확인,2017,37.4014099040622,126.640611367334
송도더샵그린워크2차 아파트,인천광역시 연수구 송도동 아트센터대로97번길 15,,4,,상태미확인,2017,37.4014099040622,126.640611367334
송도더샵그린워크3차18블럭,인천광역시 연수구 송도동 컨벤시아대로130번길 100 ,,1,,상태미확인,2017,37.3983300530479,126.637219696588
송도더샵그린워크3차18블럭,인천광역시 연수구 송도동 컨벤시아대로130번길 100 ,,2,,상태미확인,2017,37.3983300530479,126.637219696588
송도더샵그린워크3차18블럭,인천광역시 연수구 송도동 컨벤시아대로130번길 100 ,,3,,상태미확인,2017,37.3983300530479,126.637219696588
송도더샵그린워크3차18블럭,인천광역시 연수구 송도동 컨벤시아대로130번길 100 ,,4,,상태미확인,2017,37.3985869052278,126.647366817364
송도더샵하버뷰13단지,인천광역시 연수구 송도동 아트센터대로97번길 75,,1,,사용가능,2017,37.3983300530479,126.637219696588
송도더샵하버뷰13단지,인천광역시 연수구 송도동 아트센터대로97번길 75,,2,,충전중,2017,37.3985869052278,126.647366817364
송도더샵하버뷰13단지,인천광역시 연수구 송도동 아트센터대로97번길 75,,3,,충전중,2017,37.3894022433829,126.662291025956
송도성지리벨루스,인천광역시 연수구 송도동 신송로6번길 7,,1,,사용가능,2018,37.3985869052278,126.647366817364
송도성지리벨루스,인천광역시 연수구 송도동 신송로6번길 7,,2,,사용가능,2017,37.3894022433829,126.662291025956
송도성지리벨루스,인천광역시 연수구 송도동 신송로6번길 7,,3,,사용가능,2017,37.3894022433829,126.662291025956
송도성지리벨루스,인천광역시 연수구 송도동 신송로6번길 7,,4,,충전중,2017,37.3894022433829,126.662291025956
송도아트윈푸르지오,인천광역시 연수구 송도동 인천타워대로 253-25,,1,,충전중,2017,37.3928510564601,126.631652786868
송도아트윈푸르지오,인천광역시 연수구 송도동 인천타워대로 253-25,,2,,사용가능,2017,37.3928510564601,126.631652786868
송도아트윈푸르지오,인천광역시 연수구 송도동 인천타워대로 253-25,,3,,상태미확인,2017,37.3928510564601,126.631652786868
송도에듀포레푸르지오,인천광역시 연수구 송도동 송도문화로84번길 24,,1,,사용가능,2018,37.3743121953824,126.660484998681
송도에듀포레푸르지오,인천광역시 연수구 송도동 송도문화로84번길 24,,2,,충전중,2017,37.3743121953824,126.660484998681
송도에듀포레푸르지오,인천광역시 연수구 송도동 송도문화로84번길 24,,3,,충전중,2017,37.3743121953824,126.660484998681
송도에듀포레푸르지오,인천광역시 연수구 송도동 송도문화로84번길 24,,4,,충전중,2017,37.3962680859471,126.642578254549
송도에듀포레푸르지오,인천광역시 연수구 송도동 송도문화로84번길 24,,5,,충전중,2017,37.3962680859471,126.642578254549
송도자이하버뷰1단지,인천광역시 연수구 송도동 컨벤시아대로130번길 58,,1,,사용가능,2017,37.3743121953824,126.660484998681
송도자이하버뷰1단지,인천광역시 연수구 송도동 컨벤시아대로130번길 58,,2,,사용가능,2017,37.3743121953824,126.660484998681
송도자이하버뷰1단지,인천광역시 연수구 송도동 컨벤시아대로130번길 58,,3,,사용가능,2017,37.3962680859471,126.642578254549
송도푸르지오하버뷰,인천광역시 연수구 송도동 컨벤시아대로130번길 80,,1,,사용가능,2017,37.3982833912287,126.639757706565
송도푸르지오하버뷰,인천광역시 연수구 송도동 컨벤시아대로130번길 80,,2,,상태미확인,2017,37.3982833912287,126.639757706565
송도푸르지오하버뷰,인천광역시 연수구 송도동 컨벤시아대로130번길 80,,3,,상태미확인,2017,37.3982833912287,126.639757706565
송도푸르지오하버뷰,인천광역시 연수구 송도동 컨벤시아대로130번길 80,,4,,충전중,2017,37.3845445443033,126.664463175626
송도해모로월드뷰 아파트,인천광역시 연수구 송도동 송도과학로27번길 30,,1,,사용가능,2017,37.3982833912287,126.639757706565
송도해모로월드뷰 아파트,인천광역시 연수구 송도동 송도과학로27번길 30,,2,,충전중,2017,37.3845445443033,126.664463175626
송도해모로월드뷰 아파트,인천광역시 연수구 송도동 송도과학로27번길 30,,3,,충전중,2017,37.3845445443033,126.664463175626
송도해모로월드뷰 아파트,인천광역시 연수구 송도동 송도과학로27번길 30,,4,,사용가능,2017,37.3845445443033,126.664463175626
에코메트로3차더타워 아파트,인천광역시 남동구 논현동 소래역남로 40,,1,,사용가능,2018,37.4001848572004,126.73227185208
에코메트로3차더타워 아파트,인천광역시 남동구 논현동 소래역남로 40,,2,,사용가능,2017,37.4001848572004,126.73227185208
에코메트로3차더타워 아파트,인천광역시 남동구 논현동 소래역남로 40,,3,,사용가능,2017,37.4001848572004,126.73227185208
에코메트로3차더타워 아파트,인천광역시 남동구 논현동 소래역남로 40,,4,,사용가능,2017,37.4001848572004,126.73227185208
관교풍림 아파트,인천광역시 남구 관교동 문화로 45 ,,2,,상태미확인,2017,37.4429976430261,126.696986738293
관교풍림 아파트,인천광역시 남구 관교동 문화로 45 ,,3,,상태미확인,2017,37.4429976430261,126.696986738293
동산휴먼시아1단지 아파트,인천광역시 동구 송림동 재능로 191 ,,2,,사용가능,2017,37.4751539167548,126.648598134334
동산휴먼시아1단지 아파트,인천광역시 동구 송림동 재능로 191 ,,3,,사용가능,2017,37.4751539167548,126.648598134334
문학호산 아파트,인천광역시 남구 문학동 소성로318번길 5 ,,1,,사용가능,2017,37.43721955612,126.682841297586
바흐카운티,인천광역시 동구 송림동 금곡로 35 ,,1,,사용가능,2017,37.473630278775,126.639670528996
바흐카운티,인천광역시 동구 송림동 금곡로 35 ,,2,,사용가능,2017,37.473630278775,126.639670528996
송림진로 아파트,인천광역시 동구 송림동 새천년로10번길 19 ,,1,,사용가능,2017,37.4696227849609,126.649526226392
송림진로 아파트,인천광역시 동구 송림동 새천년로10번길 19 ,,2,,사용가능,2017,37.4696227849609,126.649526226392
송림휴먼시아1단지 아파트,인천광역시 동구 송림동 송향로 31 ,,1,,사용가능,2017,37.4807277005151,126.651850096036
송림휴먼시아1단지 아파트,인천광역시 동구 송림동 송향로 31 ,,2,,사용가능,2017,37.4807277005151,126.651850096036
송림휴먼시아1단지 아파트,인천광역시 동구 송림동 송향로 31 ,,3,,사용가능,2017,37.4807277005151,126.651850096036
송림휴먼시아1단지 아파트,인천광역시 동구 송림동 송향로 31 ,,4,,사용가능,2017,37.4807277005151,126.651850096036
학익동아풍림 아파트,인천광역시 남구 학익동 소성로 120 ,지하주차장,1,,사용가능,2017,37.4417008858307,126.662180203788
학익동아풍림 아파트,인천광역시 남구 학익동 소성로 120 ,지하주차장,2,,사용가능,2017,37.4417008858307,126.662180203788
영종우미린2단지,인천광역시 중구 중산동 하늘달빛로 113 ,,1,,사용가능,2018,37.4870311100308,126.553685466398
영종우미린2단지,인천광역시 중구 중산동 하늘달빛로 113 ,,2,,사용가능,2018,37.4870311100308,126.553685466398
영종우미린2단지,인천광역시 중구 중산동 하늘달빛로 113 ,,3,,사용가능,2018,37.4870311100308,126.553685466398
영종우미린2단지,인천광역시 중구 중산동 하늘달빛로 113 ,,4,,사용가능,2018,37.4870311100308,126.553685466398
영종우미린2단지,인천광역시 중구 중산동 하늘달빛로 113 ,,6,,사용가능,2018,37.4870311100308,126.553685466398
영종힐스테이트,인천광역시 중구 중산동 하늘별빛로 66 ,,1,,사용가능,2018,37.4912757742443,126.566229128624
영종힐스테이트,인천광역시 중구 중산동 하늘별빛로 66 ,,2,,사용가능,2018,37.4912757742443,126.566229128624
영종힐스테이트,인천광역시 중구 중산동 하늘별빛로 66 ,,3,,상태미확인,2018,37.4912757742443,126.566229128624
영종힐스테이트,인천광역시 중구 중산동 하늘별빛로 66 ,,4,,상태미확인,2018,37.4912757742443,126.566229128624
영종힐스테이트,인천광역시 중구 중산동 하늘별빛로 66 ,,5,,상태미확인,2018,37.4912757742443,126.566229128624
영종힐스테이트,인천광역시 중구 중산동 하늘별빛로 66 ,,6,,상태미확인,2018,37.3970001313026,126.645891991622
송도더샵하버뷰14단지,인천광역시 연수구 송도동 아트센터대로97번길 76,,1,,상태미확인,2018,37.4912757742443,126.566229128624
송도더샵하버뷰14단지,인천광역시 연수구 송도동 아트센터대로97번길 76,,2,,상태미확인,2018,37.3978773315229,126.733701130164
에코메트로한화12단지관리소,인천광역시 남동구 논현동 논고개로 10,,1,,사용가능,2018,37.3970001313026,126.645891991622
에코메트로한화12단지관리소,인천광역시 남동구 논현동 논고개로 10,,2,,상태미확인,2017,37.3978773315229,126.733701130164
에코메트로한화12단지관리소,인천광역시 남동구 논현동 논고개로 10,,3,,사용가능,2017,37.3978773315229,126.733701130164
에코메트로한화12단지관리소,인천광역시 남동구 논현동 논고개로 10,,4,,상태미확인,2017,37.3978773315229,126.733701130164
에코메트로한화12단지관리소,인천광역시 남동구 논현동 논고개로 10,,5,,충전중,2017,37.3978773315229,126.733701130164
용현금호2차 아파트,인천광역시 미추홀구 용현동 매소홀로 68 ,지상,1,,사용가능,2018,37.4473942213671,126.632681303818
용현금호2차 아파트,인천광역시 미추홀구 용현동 매소홀로 68 ,지상,2,,충전중,2018,37.4473942213671,126.632681303818
청라중흥S클래스2단지 아파트,인천광역시 서구 연희동 청라에메랄드로 113 ,,2,,상태미확인,2018,37.74615860241,126.487740729901
부평아트센터,인천광역시 부평구 아트센터로 166,,1,,사용가능,2017,37.5218206822745,126.749008877438
강화군청,인천광역시 강화군 강화읍 강화대로 394,,1,,사용가능,2017,37.4822382970846,126.704933448809
마니산국민관광지,인천광역시 강화군 화도면 마니산로675번길 18,,1,,사용가능,2017,37.6324589056473,126.42379708762
인천업사이클 에코센터,인천광역시 남구 매소홀로 292번길 7,,1,,사용가능,2017,37.4764361736403,126.64818638135
구월힐스테이트1단지,인천광역시 남동구 구월동 구월로 192 ,,1,,사용가능,2017,37.4564793084687,126.710437889769
구월힐스테이트1단지,인천광역시 남동구 구월동 구월로 192 ,,2,,사용가능,2017,37.4564793084687,126.710437889769
구월힐스테이트1단지,인천광역시 남동구 구월동 구월로 192 ,,3,,사용가능,2017,37.4564793084687,126.710437889769
구월힐스테이트1단지,인천광역시 남동구 구월동 구월로 192 ,,5,동시,충전중,2017,37.398637221961,126.730783655367
한화에코메트로5단지아파트,인천광역시 남동구 논현동 소래역남로 39 ,,1,,사용가능,2017,37.398637221961,126.730783655367
한화에코메트로5단지아파트,인천광역시 남동구 논현동 소래역남로 39 ,,2,,사용가능,2018,37.4564793084687,126.710437889769
한화에코메트로5단지아파트,인천광역시 남동구 논현동 소래역남로 39 ,,3,,사용가능,2018,37.398637221961,126.730783655367
산곡한신휴아파트,인천광역시 부평구 산곡동 마장로220번길 13 ,,1,,사용가능,2017,37.4351168189266,126.747132196449
서창 서해그랑블,인천광역시 남동구 서창동 독곡로48번길 9 ,,1,,점검중,2017,37.4995202155071,126.703647043785
서창 서해그랑블,인천광역시 남동구 서창동 독곡로48번길 9 ,,2,,점검중,2017,37.4351168189266,126.747132196449
서창 서해그랑블,인천광역시 남동구 서창동 독곡로48번길 9 ,,3,,점검중,2017,37.4351168189266,126.747132196449
송도더샵센트럴파크2차아파트,인천광역시 연수구 송도동 센트럴로 194 ,,1,,사용가능,2018,37.3937862653635,126.641874180513
송도더샵센트럴파크2차아파트,인천광역시 연수구 송도동 센트럴로 194 ,,2,,충전중,2017,37.3937862653635,126.641874180513
송도더샵센트럴파크2차아파트,인천광역시 연수구 송도동 센트럴로 194 ,,3,,충전중,2017,37.3937862653635,126.641874180513
송도더샵센트럴파크2차아파트,인천광역시 연수구 송도동 센트럴로 194 ,,4,,사용가능,2017,37.3937862653635,126.641874180513
연수대우삼환아파트,인천광역시 연수구 동춘동 원인재로 88 ,,1,,사용가능,2017,37.4064862836631,126.678294262449
연수대우삼환아파트,인천광역시 연수구 동춘동 원인재로 88 ,,2,,사용가능,2017,37.4064862836631,126.678294262449
연수대우삼환아파트,인천광역시 연수구 동춘동 원인재로 88 ,,3,,사용가능,2017,37.4064862836631,126.678294262449
연수대우삼환아파트,인천광역시 연수구 동춘동 원인재로 88 ,,4,,사용가능,2017,37.4064862836631,126.678294262449
연수대우삼환아파트,인천광역시 연수구 동춘동 원인재로 88 ,,5,,사용가능,2017,37.4064862836631,126.678294262449
연수대우삼환아파트,인천광역시 연수구 동춘동 원인재로 88 ,,6,,사용가능,2017,37.4064862836631,126.678294262449
검단아이파크아파트,인천광역시 서구 마전동 완정로92번길 28 ,,1,,사용가능,2018,37.6012252167206,126.664668346206
검단아이파크아파트,인천광역시 서구 마전동 완정로92번길 28 ,,2,,사용가능,2018,37.6012252167206,126.664668346206
검단아이파크아파트,인천광역시 서구 마전동 완정로92번길 28 ,,3,,사용가능,2018,37.6012252167206,126.664668346206
검단아이파크아파트,인천광역시 서구 마전동 완정로92번길 28 ,,4,,상태미확인,2018,37.6012252167206,126.664668346206
홈플러스 계산점,인천광역시 계양구 계산동 1061,,1,,상태미확인,2018,37.5261776724309,126.721258150569
홈플러스 작전점,인천광역시 계양구 계양대로 27,지상주차장 3층 6번,1,,상태미확인,2017,37.5395041770033,126.736210059947
계양구청,인천광역시 계양구 계산새로 88,서측주차장 그린존,1,,사용가능,2017,37.5374405601649,126.737760072912
계양구청,인천광역시 계양구 계산새로 88,서측주차장 그린존,2,,사용가능,2019,37.3957475440498,126.633795278616
계양구청,인천광역시 계양구 계산새로 88,서측주차장 그린존,3,,사용가능,2019,37.5374405601649,126.737760072912
계양구청,인천광역시 계양구 계산새로 88,서측주차장 그린존,4,,사용가능,2019,37.5374405601649,126.737760072912
부평국민체육센터,"인천광역시 부평구 부평대로296번길 33 (갈산동, 부평구 다목적 실내체육관)",,1,,사용가능,2018,37.5374405601649,126.737760072912
G-Tower(경제자유구역청),인천광역시 연수구 아트센터대로 175,,1,,사용가능,2017,37.5186635863879,126.72328172162
G-Tower(경제자유구역청),인천광역시 연수구 아트센터대로 175,,2,,사용가능,2020,37.3957475440498,126.633795278616
G-Tower(경제자유구역청),인천광역시 연수구 아트센터대로 175,,3,,사용가능,2020,37.3957475440498,126.633795278616
G-Tower(경제자유구역청),인천광역시 연수구 아트센터대로 175,,4,,사용가능,2020,37.3957475440498,126.633795278616
인천경제산업정보테크노파크,인천광역시 연수구 갯벌로 12,,1,,사용가능,2017,37.3825416715176,126.655842313207
인천경제산업정보테크노파크,인천광역시 연수구 갯벌로 12,,2,,충전중,2017,37.3825416715176,126.655842313207
용유동사무소,인천광역시 중구 마시란로 308-13,,1,,사용가능,2018,37.4439021754086,126.402433731008
동구청앞 공영주차장,인천광역시 동구 금곡동 55-5,,1,,사용가능,2018,37.4909406454749,126.554044285822
퀸스타운동성아파트,인천광역시 서구 불로동 검단로 788,지하1층 204동앞,1,,사용가능,2017,37.472892910844,126.643089480666
퀸스타운동성아파트,인천광역시 서구 불로동 검단로 788,,2,,사용가능,2018,37.6164099634809,126.688224799661
영종한양수자인아파트,인천광역시 중구 중산동 1878-1,,1,,상태미확인,2018,37.6164099634809,126.688224799661
영종한양수자인아파트,인천광역시 중구 중산동 1878-1,,2,,사용가능,2018,37.4909406454749,126.554044285822
영종한양수자인아파트,인천광역시 중구 중산동 1878-1,,3,,사용가능,2018,37.4909406454749,126.554044285822
영종한양수자인아파트,인천광역시 중구 중산동 1878-1,,4,,사용가능,2018,37.4909406454749,126.554044285822
영종한양수자인아파트,인천광역시 중구 중산동 1878-1,,5,,사용가능,2018,37.4909406454749,126.554044285822
구월 아시아드선수촌 1단지,인천광역시 남동구 구월동 선수촌공원로 85,,1,,사용가능,2018,37.4466159764927,126.711740251346
구월 아시아드선수촌 1단지,인천광역시 남동구 구월동 선수촌공원로 85,,2,,상태미확인,2018,37.4466159764927,126.711740251346
구월아시아드선수촌6단지,인천광역시 남동구 구월동 선수촌로 27,,1,,상태미확인,2018,37.4466159764927,126.711740251346
구월아시아드선수촌6단지,인천광역시 남동구 구월동 선수촌로 27,,2,,상태미확인,2018,37.4466159764927,126.711740251346
한화꿈에그린아파트,인천광역시 서구 경서동 크리스탈로 148,,2,,사용가능,2018,37.4414823507335,126.712841818148
한화꿈에그린아파트,인천광역시 서구 경서동 크리스탈로 148,,3,,사용가능,2018,37.4414823507335,126.712841818148
인천에스케이스카이뷰,인천광역시 남구 용현동 용정공원로 33,지하,1,,사용가능,2017,37.4520149469249,126.64506286268
인천에스케이스카이뷰,인천광역시 남구 용현동 용정공원로 33,지하,2,,사용가능,2017,37.4520149469249,126.64506286268
인천에스케이스카이뷰,인천광역시 남구 용현동 용정공원로 33,지하,3,,충전중,2017,37.4520149469249,126.64506286268
인천에스케이스카이뷰,인천광역시 남구 용현동 용정공원로 33,지하,4,,사용가능,2017,37.4520149469249,126.64506286268
인천에스케이스카이뷰,인천광역시 남구 용현동 용정공원로 33,지하,5,,충전중,2017,37.4520149469249,126.64506286268
인천에스케이스카이뷰,인천광역시 남구 용현동 용정공원로 33,지하,6,,충전중,2017,37.4520149469249,126.64506286268
인천에스케이스카이뷰,인천광역시 남구 용현동 용정공원로 33,지하,7,,충전중,2017,37.4520149469249,126.64506286268
인천에스케이스카이뷰,인천광역시 남구 용현동 용정공원로 33,지하,8,,사용가능,2017,37.4520149469249,126.64506286268
송도웰카운티4단지아파트,인천광역시 연수구 송도동 해송로30번길 20,,1,,사용가능,2018,37.3816755436673,126.645629507261
송도웰카운티4단지아파트,인천광역시 연수구 송도동 해송로30번길 20,,2,,사용가능,2018,37.3816755436673,126.645629507261
영종동보노빌리티아파트,인천광역시 중구 중산동 1872-2,,1,,사용가능,2018,37.4844241634783,126.559063207517
영종동보노빌리티아파트,인천광역시 중구 중산동 1872-2,,2,,사용가능,2018,37.4844241634783,126.559063207517
영종동보노빌리티아파트,인천광역시 중구 중산동 1872-2,,4,,사용가능,2018,37.4844241634783,126.559063207517
청라한양수자인,인천광역시 서구 경서동 비지니스로 41,,1,,상태미확인,2017,37.4844241634783,126.559063207517
청라힐스테이트아파트,인천광역시 서구 경서동 청라한내로 7,지하1층 B16,1,,상태미확인,2017,37.4238184417726,126.650203367456
